Order_ID,Order_Date,Ship_Date,Customer_ID,Segment,Country,City,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Shipping_Cost
ORD-10161,2023-04-06,2023-04-14,CID-1161,Home Office,Canada,Vancouver,Furniture,Tables,Standing Desk,800,2,0,233.63,17.37
ORD-10162,2024-05-21,2024-05-26,CID-1162,Corporate,United Kingdom,Manchester,Office Supplies,Paper,Copy Paper A4,30,2,0.1,7.39,16.43
ORD-10162,2024-05-21,2024-05-26,CID-1162,Corporate,United Kingdom,Manchester,Office Supplies,Art Supplies,Ballpoint Pens,24,3,0.2,1.04,18.94
ORD-10162,2024-05-21,2024-05-26,CID-1162,Corporate,United Kingdom,Manchester,Office Supplies,Binders,3-Ring Binder,24,2,0,7.15,11.42
ORD-10163,2024-12-06,2024-12-09,CID-1163,Home Office,United Kingdom,London,Furniture,Tables,Standing Desk,400,1,0.1,40.54,10.58
ORD-10164,2024-10-26,2024-10-29,CID-1164,Consumer,United Kingdom,Manchester,Technology,Phones,iPhone 15,2000,2,0,451.85,5.02
ORD-10165,2024-05-03,2024-05-05,CID-1165,Consumer,Canada,Toronto,Office Supplies,Paper,Copy Paper A4,15,1,0.1,3.43,19.82
ORD-10165,2024-05-03,2024-05-05,CID-1165,Consumer,Canada,Toronto,Office Supplies,Art Supplies,Ballpoint Pens,8,1,0.2,0.43,10.75
ORD-10165,2024-05-03,2024-05-05,CID-1165,Consumer,Canada,Toronto,Office Supplies,Binders,3-Ring Binder,12,1,0,1.54,18.21
ORD-10166,2023-05-21,2023-05-28,CID-1166,Consumer,Canada,Toronto,Technology,Laptops,Dell XPS 15,4500,3,0,720.11,15.84
ORD-10166,2023-05-21,2023-05-28,CID-1166,Consumer,Canada,Toronto,Technology,Accessories,27in 4K Monitor,300,1,0.2,48.96,11.64
ORD-10166,2023-05-21,2023-05-28,CID-1166,Consumer,Canada,Toronto,Technology,Accessories,Wireless Mouse,50,1,0,11.91,13.84
ORD-10167,2024-01-29,2024-02-04,CID-1167,Corporate,United Kingdom,London,Technology,Laptops,Dell XPS 15,1500,1,0.1,330.4,15.36
ORD-10167,2024-01-29,2024-02-04,CID-1167,Corporate,United Kingdom,London,Technology,Accessories,27in 4K Monitor,900,3,0.1,82.1,14.1
ORD-10167,2024-01-29,2024-02-04,CID-1167,Corporate,United Kingdom,London,Technology,Accessories,Wireless Mouse,100,2,0.1,19.04,16.76
ORD-10168,2023-09-03,2023-09-11,CID-1168,Corporate,United States,New York,Office Supplies,Paper,Copy Paper A4,45,3,0,13.35,19.01
ORD-10168,2023-09-03,2023-09-11,CID-1168,Corporate,United States,New York,Office Supplies,Art Supplies,Ballpoint Pens,24,3,0.2,2.71,15.24
ORD-10168,2023-09-03,2023-09-11,CID-1168,Corporate,United States,New York,Office Supplies,Binders,3-Ring Binder,12,1,0,2.36,5.21
ORD-10169,2023-08-09,2023-08-10,CID-1169,Consumer,United Kingdom,Manchester,Office Supplies,Paper,Copy Paper A4,30,2,0.2,5.41,6.24
ORD-10169,2023-08-09,2023-08-10,CID-1169,Consumer,United Kingdom,Manchester,Office Supplies,Art Supplies,Ballpoint Pens,24,3,0,2.86,9.65
ORD-10169,2023-08-09,2023-08-10,CID-1169,Consumer,United Kingdom,Manchester,Office Supplies,Binders,3-Ring Binder,12,1,0,2.21,10.86
ORD-10170,2024-10-11,2024-10-13,CID-1170,Corporate,Canada,Vancouver,Technology,Phones,iPhone 15,1000,1,0,71.55,11.52
ORD-10171,2024-04-09,2024-04-19,CID-1171,Home Office,United States,Los Angeles,Office Supplies,Paper,Copy Paper A4,15,1,0,0.8,7.06
ORD-10171,2024-04-09,2024-04-19,CID-1171,Home Office,United States,Los Angeles,Office Supplies,Art Supplies,Ballpoint Pens,16,2,0.1,2.6,16.74
ORD-10171,2024-04-09,2024-04-19,CID-1171,Home Office,United States,Los Angeles,Office Supplies,Binders,3-Ring Binder,12,1,0.1,0.88,16.72
ORD-10172,2023-10-03,2023-10-05,CID-1172,Consumer,United Kingdom,Manchester,Furniture,Chairs,Gaming Chair,750,3,0,130.53,12.66
ORD-10172,2023-10-03,2023-10-05,CID-1172,Consumer,United Kingdom,Manchester,Technology,Accessories,Mechanical Keyboard,360,3,0,51.09,8.83
ORD-10172,2023-10-03,2023-10-05,CID-1172,Consumer,United Kingdom,Manchester,Technology,Accessories,Gaming Headset,270,3,0,28.92,12.63
ORD-10173,2023-02-15,2023-02-16,CID-1173,Consumer,United States,Los Angeles,Technology,Accessories,Mechanical Keyboard,120,1,0.2,10.19,8.72
ORD-10174,2023-11-24,2023-11-29,CID-1174,Consumer,Canada,Vancouver,Technology,Laptops,Dell XPS 15,1500,1,0,158.69,12.74
ORD-10174,2023-11-24,2023-11-29,CID-1174,Consumer,Canada,Vancouver,Technology,Accessories,27in 4K Monitor,600,2,0,161.55,17.99
ORD-10174,2023-11-24,2023-11-29,CID-1174,Consumer,Canada,Vancouver,Technology,Accessories,Wireless Mouse,100,2,0.1,6.44,11.85
ORD-10175,2024-01-13,2024-01-17,CID-1175,Corporate,Canada,Vancouver,Technology,Phones,iPhone 15,2000,2,0.2,479.11,16.64
ORD-10176,2024-07-13,2024-07-17,CID-1176,Consumer,United States,Los Angeles,Technology,Laptops,Dell XPS 15,4500,3,0,1294.86,5.02
ORD-10176,2024-07-13,2024-07-17,CID-1176,Consumer,United States,Los Angeles,Technology,Accessories,27in 4K Monitor,900,3,0.1,61.55,12.95
ORD-10176,2024-07-13,2024-07-17,CID-1176,Consumer,United States,Los Angeles,Technology,Accessories,Wireless Mouse,100,2,0,29.31,7.14
ORD-10177,2023-10-14,2023-10-16,CID-1177,Consumer,United States,Los Angeles,Technology,Phones,iPhone 15,3000,3,0,585.58,12.58
ORD-10178,2024-10-14,2024-10-21,CID-1178,Consumer,Canada,Toronto,Technology,Accessories,Mechanical Keyboard,240,2,0.1,60.81,10.89
ORD-10178,2024-10-14,2024-10-21,CID-1178,Consumer,Canada,Toronto,Technology,Accessories,Gaming Headset,180,2,0.1,26.44,8.5
ORD-10179,2023-07-27,2023-07-30,CID-1179,Home Office,United States,New York,Technology,Laptops,Dell XPS 15,3000,2,0.2,192.44,10.37
ORD-10179,2023-07-27,2023-07-30,CID-1179,Home Office,United States,New York,Technology,Accessories,27in 4K Monitor,600,2,0.1,89.55,17.79
ORD-10179,2023-07-27,2023-07-30,CID-1179,Home Office,United States,New York,Technology,Accessories,Wireless Mouse,150,3,0.1,34.64,15.45
ORD-10181,2024-02-10,2024-02-19,CID-1181,Consumer,Canada,Vancouver,Technology,Accessories,Mechanical Keyboard,240,2,0.2,36.29,13.25
ORD-10181,2024-02-10,2024-02-19,CID-1181,Consumer,Canada,Vancouver,Technology,Accessories,Gaming Headset,90,1,0,7.23,5.93
ORD-10182,2023-08-16,2023-08-19,CID-1182,Consumer,United Kingdom,Manchester,Office Supplies,Art Supplies,Ballpoint Pens,24,3,0.1,6.03,6.12
ORD-10183,2023-07-22,2023-07-30,CID-1183,Consumer,United States,Los Angeles,Technology,Accessories,27in 4K Monitor,900,3,0.2,183.9,10.92
ORD-10183,2023-07-22,2023-07-30,CID-1183,Consumer,United States,Los Angeles,Technology,Accessories,Wireless Mouse,150,3,0.2,11.18,8.22
ORD-10184,2023-07-11,2023-07-16,CID-1184,Corporate,United Kingdom,London,Technology,Laptops,Dell XPS 15,1500,1,0.1,235.88,18.24
ORD-10184,2023-07-11,2023-07-16,CID-1184,Corporate,United Kingdom,London,Technology,Accessories,27in 4K Monitor,300,1,0.1,39.35,11.29
ORD-10184,2023-07-11,2023-07-16,CID-1184,Corporate,United Kingdom,London,Technology,Accessories,Wireless Mouse,150,3,0,31.15,17.03
ORD-10185,2023-01-20,2023-01-27,CID-1185,Home Office,United Kingdom,Manchester,Office Supplies,Paper,Copy Paper A4,45,3,0.1,5.96,7.7
ORD-10185,2023-01-20,2023-01-27,CID-1185,Home Office,United Kingdom,Manchester,Office Supplies,Art Supplies,Ballpoint Pens,8,1,0,2.19,16.68
ORD-10185,2023-01-20,2023-01-27,CID-1185,Home Office,United Kingdom,Manchester,Office Supplies,Binders,3-Ring Binder,24,2,0.1,5.22,19.99
ORD-10186,2023-06-13,2023-06-15,CID-1186,Consumer,Canada,Toronto,Furniture,Chairs,Gaming Chair,750,3,0,180.76,19.22
ORD-10186,2023-06-13,2023-06-15,CID-1186,Consumer,Canada,Toronto,Technology,Accessories,Mechanical Keyboard,240,2,0.1,61.3,19.87
ORD-10186,2023-06-13,2023-06-15,CID-1186,Consumer,Canada,Toronto,Technology,Accessories,Gaming Headset,90,1,0.1,20.38,15.46
ORD-10187,2024-08-28,2024-08-29,CID-1187,Home Office,Canada,Vancouver,Furniture,Tables,Standing Desk,1200,3,0,311.01,17.16
ORD-10188,2024-05-19,2024-05-28,CID-1188,Corporate,United States,Los Angeles,Technology,Laptops,Dell XPS 15,4500,3,0,247.42,12.17
ORD-10188,2024-05-19,2024-05-28,CID-1188,Corporate,United States,Los Angeles,Technology,Accessories,27in 4K Monitor,900,3,0,226.45,10.11
ORD-10188,2024-05-19,2024-05-28,CID-1188,Corporate,United States,Los Angeles,Technology,Accessories,Wireless Mouse,100,2,0,5.55,13.8
ORD-10189,2023-05-26,2023-05-28,CID-1189,Home Office,United Kingdom,London,Technology,Accessories,Mechanical Keyboard,120,1,0.1,13.55,7.05
ORD-10189,2023-05-26,2023-05-28,CID-1189,Home Office,United Kingdom,London,Technology,Accessories,Gaming Headset,180,2,0.2,30.57,7.61
ORD-10190,2024-07-29,2024-08-08,CID-1190,Corporate,United States,New York,Furniture,Chairs,Gaming Chair,500,2,0,47.21,5.03
ORD-10190,2024-07-29,2024-08-08,CID-1190,Corporate,United States,New York,Technology,Accessories,Mechanical Keyboard,360,3,0.2,75.65,16.56
ORD-10190,2024-07-29,2024-08-08,CID-1190,Corporate,United States,New York,Technology,Accessories,Gaming Headset,90,1,0.1,22.7,19.51
ORD-10191,2023-08-15,2023-08-25,CID-1191,Consumer,United Kingdom,London,Furniture,Chairs,Gaming Chair,500,2,0.1,41.39,18.28
ORD-10191,2023-08-15,2023-08-25,CID-1191,Consumer,United Kingdom,London,Technology,Accessories,Mechanical Keyboard,360,3,0.1,52.38,8.98
ORD-10191,2023-08-15,2023-08-25,CID-1191,Consumer,United Kingdom,London,Technology,Accessories,Gaming Headset,90,1,0.1,9.25,6.62
ORD-10192,2023-01-02,2023-01-03,CID-1192,Corporate,United Kingdom,Manchester,Furniture,Tables,Standing Desk,800,2,0.2,88.2,10.63
ORD-10193,2024-05-05,2024-05-15,CID-1193,Home Office,Canada,Toronto,Technology,Laptops,Dell XPS 15,1500,1,0.1,74.28,8.92
ORD-10193,2024-05-05,2024-05-15,CID-1193,Home Office,Canada,Toronto,Technology,Accessories,27in 4K Monitor,600,2,0,163.19,7.41
ORD-10193,2024-05-05,2024-05-15,CID-1193,Home Office,Canada,Toronto,Technology,Accessories,Wireless Mouse,50,1,0.1,8.93,14.2
ORD-10194,2024-05-09,2024-05-10,CID-1194,Corporate,Canada,Toronto,Office Supplies,Paper,Copy Paper A4,15,1,0,1.99,19.62
ORD-10194,2024-05-09,2024-05-10,CID-1194,Corporate,Canada,Toronto,Office Supplies,Art Supplies,Ballpoint Pens,24,3,0.1,4.65,9.46
ORD-10194,2024-05-09,2024-05-10,CID-1194,Corporate,Canada,Toronto,Office Supplies,Binders,3-Ring Binder,24,2,0.2,1.7,10.41
ORD-10195,2024-03-13,2024-03-15,CID-1195,Corporate,Canada,Vancouver,Technology,Laptops,Dell XPS 15,1500,1,0.1,397.26,12.1
ORD-10195,2024-03-13,2024-03-15,CID-1195,Corporate,Canada,Vancouver,Technology,Accessories,27in 4K Monitor,600,2,0.2,82.69,14.92
ORD-10195,2024-03-13,2024-03-15,CID-1195,Corporate,Canada,Vancouver,Technology,Accessories,Wireless Mouse,150,3,0.2,11.55,18.28
ORD-10196,2024-01-14,2024-01-17,CID-1196,Corporate,United States,Los Angeles,Furniture,Chairs,Gaming Chair,500,2,0,43.89,15.45
ORD-10196,2024-01-14,2024-01-17,CID-1196,Corporate,United States,Los Angeles,Technology,Accessories,Mechanical Keyboard,360,3,0.1,81.66,11.21
ORD-10196,2024-01-14,2024-01-17,CID-1196,Corporate,United States,Los Angeles,Technology,Accessories,Gaming Headset,90,1,0,23.42,17.28
ORD-10197,2024-03-04,2024-03-13,CID-1197,Home Office,United Kingdom,London,Office Supplies,Paper,Copy Paper A4,45,3,0,7.9,18.51
ORD-10197,2024-03-04,2024-03-13,CID-1197,Home Office,United Kingdom,London,Office Supplies,Art Supplies,Ballpoint Pens,24,3,0,1.92,16.36
ORD-10197,2024-03-04,2024-03-13,CID-1197,Home Office,United Kingdom,London,Office Supplies,Binders,3-Ring Binder,12,1,0,3.03,6.89
ORD-10198,2024-03-09,2024-03-11,CID-1198,Home Office,United Kingdom,London,Furniture,Tables,Standing Desk,1200,3,0.1,140.33,15.91
ORD-10199,2023-03-10,2023-03-12,CID-1199,Corporate,Canada,Vancouver,Office Supplies,Paper,Copy Paper A4,45,3,0.2,10.05,5.19
ORD-10199,2023-03-10,2023-03-12,CID-1199,Corporate,Canada,Vancouver,Office Supplies,Art Supplies,Ballpoint Pens,24,3,0.2,1.5,7.24
ORD-10199,2023-03-10,2023-03-12,CID-1199,Corporate,Canada,Vancouver,Office Supplies,Binders,3-Ring Binder,36,3,0,10.12,13.44
ORD-10200,2023-04-14,2023-04-19,CID-1200,Home Office,United Kingdom,Manchester,Furniture,Chairs,Gaming Chair,750,3,0.2,35.62,9.13
ORD-10200,2023-04-14,2023-04-19,CID-1200,Home Office,United Kingdom,Manchester,Technology,Accessories,Mechanical Keyboard,360,3,0.2,17.19,18.34
ORD-10200,2023-04-14,2023-04-19,CID-1200,Home Office,United Kingdom,Manchester,Technology,Accessories,Gaming Headset,90,1,0,21.28,18.81
ORD-10201,2024-01-17,2024-01-18,CID-1201,Corporate,United Kingdom,Manchester,Furniture,Chairs,Gaming Chair,750,3,0,219.84,8.42
ORD-10201,2024-01-17,2024-01-18,CID-1201,Corporate,United Kingdom,Manchester,Technology,Accessories,Mechanical Keyboard,360,3,0.2,70.13,9.81
ORD-10201,2024-01-17,2024-01-18,CID-1201,Corporate,United Kingdom,Manchester,Technology,Accessories,Gaming Headset,270,3,0,26.19,8.17
ORD-10202,2024-02-21,2024-02-29,CID-1202,Home Office,United Kingdom,London,Office Supplies,Paper,Copy Paper A4,30,2,0.2,2.01,17.77
ORD-10202,2024-02-21,2024-02-29,CID-1202,Home Office,United Kingdom,London,Office Supplies,Art Supplies,Ballpoint Pens,8,1,0,0.79,17.49
ORD-10202,2024-02-21,2024-02-29,CID-1202,Home Office,United Kingdom,London,Office Supplies,Binders,3-Ring Binder,12,1,0,1.97,18.77
ORD-10203,2024-12-22,2024-12-26,CID-1203,Corporate,United Kingdom,Manchester,Office Supplies,Paper,Copy Paper A4,15,1,0,1.66,12.33
ORD-10203,2024-12-22,2024-12-26,CID-1203,Corporate,United Kingdom,Manchester,Office Supplies,Art Supplies,Ballpoint Pens,16,2,0.1,1.96,17.56
ORD-10203,2024-12-22,2024-12-26,CID-1203,Corporate,United Kingdom,Manchester,Office Supplies,Binders,3-Ring Binder,36,3,0,4.37,10.8
ORD-10204,2023-06-16,2023-06-26,CID-1204,Consumer,United States,New York,Office Supplies,Paper,Copy Paper A4,30,2,0,7.98,19.51
ORD-10204,2023-06-16,2023-06-26,CID-1204,Consumer,United States,New York,Office Supplies,Art Supplies,Ballpoint Pens,16,2,0,3.39,14.02
ORD-10204,2023-06-16,2023-06-26,CID-1204,Consumer,United States,New York,Office Supplies,Binders,3-Ring Binder,24,2,0.1,4.93,15.64
ORD-10205,2023-10-09,2023-10-16,CID-1205,Corporate,United Kingdom,Manchester,Furniture,Chairs,Gaming Chair,750,3,0.2,117.67,5.11
ORD-10206,2024-01-19,2024-01-28,CID-1206,Home Office,Canada,Vancouver,Furniture,Chairs,Gaming Chair,250,1,0.1,66.85,14.61
ORD-10206,2024-01-19,2024-01-28,CID-1206,Home Office,Canada,Vancouver,Technology,Accessories,Mechanical Keyboard,240,2,0.1,20.97,12.76
ORD-10206,2024-01-19,2024-01-28,CID-1206,Home Office,Canada,Vancouver,Technology,Accessories,Gaming Headset,90,1,0.2,15.49,15.21
ORD-10207,2023-01-27,2023-02-04,CID-1207,Corporate,United Kingdom,Manchester,Furniture,Chairs,Gaming Chair,750,3,0,101.84,15.7
ORD-10207,2023-01-27,2023-02-04,CID-1207,Corporate,United Kingdom,Manchester,Technology,Accessories,Mechanical Keyboard,360,3,0.2,79.67,15.08
ORD-10207,2023-01-27,2023-02-04,CID-1207,Corporate,United Kingdom,Manchester,Technology,Accessories,Gaming Headset,90,1,0,11.11,12.06
ORD-10208,2023-09-22,2023-10-01,CID-1208,Consumer,Canada,Vancouver,Office Supplies,Paper,Copy Paper A4,15,1,0.1,2.09,18.3
ORD-10208,2023-09-22,2023-10-01,CID-1208,Consumer,Canada,Vancouver,Office Supplies,Art Supplies,Ballpoint Pens,24,3,0.1,3.58,6.77
ORD-10208,2023-09-22,2023-10-01,CID-1208,Consumer,Canada,Vancouver,Office Supplies,Binders,3-Ring Binder,36,3,0,6.05,7.92
ORD-10209,2023-05-03,2023-05-10,CID-1209,Home Office,United Kingdom,Manchester,Technology,Laptops,Dell XPS 15,1500,1,0,203.5,19.81
ORD-10209,2023-05-03,2023-05-10,CID-1209,Home Office,United Kingdom,Manchester,Technology,Accessories,27in 4K Monitor,600,2,0,77.46,15.74
ORD-10209,2023-05-03,2023-05-10,CID-1209,Home Office,United Kingdom,Manchester,Technology,Accessories,Wireless Mouse,100,2,0.1,18.7,7.65
ORD-10210,2024-10-11,2024-10-12,CID-1210,Consumer,United Kingdom,Manchester,Technology,Laptops,Dell XPS 15,4500,3,0,775.77,16.45
ORD-10210,2024-10-11,2024-10-12,CID-1210,Consumer,United Kingdom,Manchester,Technology,Accessories,27in 4K Monitor,900,3,0.2,150.03,11.05
ORD-10212,2023-11-26,2023-12-05,CID-1212,Consumer,United States,New York,Office Supplies,Paper,Copy Paper A4,45,3,0.1,5.18,6.54
ORD-10212,2023-11-26,2023-12-05,CID-1212,Consumer,United States,New York,Office Supplies,Art Supplies,Ballpoint Pens,16,2,0,1.06,5.69
ORD-10213,2024-04-11,2024-04-20,CID-1213,Home Office,Canada,Vancouver,Furniture,Chairs,Gaming Chair,250,1,0.1,67.28,12.35
ORD-10213,2024-04-11,2024-04-20,CID-1213,Home Office,Canada,Vancouver,Technology,Accessories,Mechanical Keyboard,120,1,0.2,5.26,8.36
ORD-10214,2023-08-05,2023-08-06,CID-1214,Home Office,Canada,Toronto,Technology,Laptops,Dell XPS 15,1500,1,0.2,322.96,8.84
ORD-10214,2023-08-05,2023-08-06,CID-1214,Home Office,Canada,Toronto,Technology,Accessories,27in 4K Monitor,300,1,0,64.65,14.8
ORD-10214,2023-08-05,2023-08-06,CID-1214,Home Office,Canada,Toronto,Technology,Accessories,Wireless Mouse,150,3,0,23.13,10.7
ORD-10215,2024-07-14,2024-07-19,CID-1215,Corporate,Canada,Toronto,Technology,Laptops,Dell XPS 15,1500,1,0.1,209.54,6.51
ORD-10215,2024-07-14,2024-07-19,CID-1215,Corporate,Canada,Toronto,Technology,Accessories,27in 4K Monitor,900,3,0,139.24,18.48
ORD-10215,2024-07-14,2024-07-19,CID-1215,Corporate,Canada,Toronto,Technology,Accessories,Wireless Mouse,150,3,0,18.1,16.77
ORD-10217,2024-01-02,2024-01-09,CID-1217,Corporate,United States,New York,Office Supplies,Art Supplies,Ballpoint Pens,16,2,0.1,1.56,5.19
ORD-10217,2024-01-02,2024-01-09,CID-1217,Corporate,United States,New York,Office Supplies,Binders,3-Ring Binder,12,1,0.2,0.84,6.35
ORD-10218,2024-06-07,2024-06-09,CID-1218,Home Office,Canada,Toronto,Furniture,Tables,Standing Desk,800,2,0.1,83.54,5.75
ORD-10219,2023-06-28,2023-06-29,CID-1219,Corporate,United Kingdom,Manchester,Furniture,Chairs,Gaming Chair,250,1,0,65.75,14.95
ORD-10219,2023-06-28,2023-06-29,CID-1219,Corporate,United Kingdom,Manchester,Technology,Accessories,Mechanical Keyboard,240,2,0.2,55.44,9.02
ORD-10219,2023-06-28,2023-06-29,CID-1219,Corporate,United Kingdom,Manchester,Technology,Accessories,Gaming Headset,180,2,0.1,15.51,11.01
ORD-10220,2024-04-12,2024-04-17,CID-1220,Corporate,Canada,Vancouver,Technology,Phones,iPhone 15,1000,1,0,83.13,15.9
ORD-10221,2023-06-13,2023-06-15,CID-1221,Corporate,Canada,Vancouver,Technology,Phones,iPhone 15,1000,1,0.2,195.83,14.17
ORD-10222,2024-12-01,2024-12-04,CID-1222,Corporate,United Kingdom,London,Furniture,Tables,Standing Desk,400,1,0.1,76.95,5.19
ORD-10223,2024-11-25,2024-12-04,CID-1223,Home Office,Canada,Toronto,Furniture,Tables,Standing Desk,800,2,0,126.57,15.9
ORD-10224,2024-05-08,2024-05-14,CID-1224,Home Office,Canada,Vancouver,Technology,Laptops,Dell XPS 15,4500,3,0,238.1,19.02
ORD-10224,2024-05-08,2024-05-14,CID-1224,Home Office,Canada,Vancouver,Technology,Accessories,27in 4K Monitor,600,2,0.2,128.33,6.12
ORD-10224,2024-05-08,2024-05-14,CID-1224,Home Office,Canada,Vancouver,Technology,Accessories,Wireless Mouse,50,1,0.1,13.16,5.76
ORD-10225,2023-08-17,2023-08-26,CID-1225,Home Office,United Kingdom,Manchester,Technology,Phones,iPhone 15,2000,2,0.2,115.21,12.48
ORD-10226,2023-11-20,2023-11-22,CID-1226,Corporate,Canada,Toronto,Technology,Laptops,Dell XPS 15,4500,3,0,1154.15,16.88
ORD-10226,2023-11-20,2023-11-22,CID-1226,Corporate,Canada,Toronto,Technology,Accessories,Wireless Mouse,150,3,0,32.05,11.84
ORD-10227,2023-12-16,2023-12-22,CID-1227,Consumer,United States,Los Angeles,Furniture,Chairs,Gaming Chair,750,3,0.2,137.5,10.45
ORD-10227,2023-12-16,2023-12-22,CID-1227,Consumer,United States,Los Angeles,Technology,Accessories,Mechanical Keyboard,120,1,0,6.07,10.33
ORD-10227,2023-12-16,2023-12-22,CID-1227,Consumer,United States,Los Angeles,Technology,Accessories,Gaming Headset,180,2,0.1,36.53,5.69
ORD-10228,2023-06-18,2023-06-26,CID-1228,Consumer,Canada,Vancouver,Technology,Laptops,Dell XPS 15,1500,1,0,423.83,10.89
ORD-10228,2023-06-18,2023-06-26,CID-1228,Consumer,Canada,Vancouver,Technology,Accessories,27in 4K Monitor,300,1,0.1,20.77,11.22
ORD-10229,2024-11-19,2024-11-29,CID-1229,Consumer,United Kingdom,Manchester,Office Supplies,Art Supplies,Ballpoint Pens,16,2,0,2.92,5.73
ORD-10230,2024-08-22,2024-08-30,CID-1230,Home Office,United States,New York,Technology,Phones,iPhone 15,2000,2,0.1,316.85,10.77
ORD-10231,2024-09-15,2024-09-19,CID-1231,Corporate,United Kingdom,Manchester,Furniture,Tables,Standing Desk,400,1,0,61.27,15.5
ORD-10233,2024-10-09,2024-10-13,CID-1233,Consumer,United States,Los Angeles,Office Supplies,Art Supplies,Ballpoint Pens,24,3,0,4.22,15.41
ORD-10233,2024-10-09,2024-10-13,CID-1233,Consumer,United States,Los Angeles,Office Supplies,Binders,3-Ring Binder,12,1,0.1,2.06,13.74
ORD-10234,2024-11-14,2024-11-21,CID-1234,Home Office,Canada,Vancouver,Furniture,Tables,Standing Desk,400,1,0,22.53,7.18
ORD-10235,2024-11-17,2024-11-18,CID-1235,Consumer,United Kingdom,London,Furniture,Tables,Standing Desk,400,1,0,89.06,9.43
ORD-10236,2024-07-08,2024-07-09,CID-1236,Corporate,United Kingdom,London,Office Supplies,Paper,Copy Paper A4,45,3,0,10.6,13.42
ORD-10236,2024-07-08,2024-07-09,CID-1236,Corporate,United Kingdom,London,Office Supplies,Art Supplies,Ballpoint Pens,24,3,0.1,4.82,5.7
ORD-10236,2024-07-08,2024-07-09,CID-1236,Corporate,United Kingdom,London,Office Supplies,Binders,3-Ring Binder,24,2,0.1,6.3,5.81
ORD-10237,2023-09-15,2023-09-19,CID-1237,Home Office,United Kingdom,London,Furniture,Tables,Standing Desk,1200,3,0.1,257.88,13.2
ORD-10238,2024-09-09,2024-09-13,CID-1238,Home Office,United States,Los Angeles,Technology,Accessories,Mechanical Keyboard,120,1,0,17.32,11.43
ORD-10238,2024-09-09,2024-09-13,CID-1238,Home Office,United States,Los Angeles,Technology,Accessories,Gaming Headset,90,1,0,17.64,8.83
ORD-10239,2023-12-05,2023-12-13,CID-1239,Home Office,United States,New York,Technology,Laptops,Dell XPS 15,1500,1,0.1,233.06,13.59
ORD-10239,2023-12-05,2023-12-13,CID-1239,Home Office,United States,New York,Technology,Accessories,27in 4K Monitor,900,3,0.1,146.89,19.35
ORD-10239,2023-12-05,2023-12-13,CID-1239,Home Office,United States,New York,Technology,Accessories,Wireless Mouse,150,3,0,23.1,13.06
ORD-10240,2023-04-05,2023-04-11,CID-1240,Consumer,United States,Los Angeles,Furniture,Chairs,Gaming Chair,750,3,0.2,179.49,17.36
ORD-10240,2023-04-05,2023-04-11,CID-1240,Consumer,United States,Los Angeles,Technology,Accessories,Gaming Headset,270,3,0.1,39.22,18.57
ORD-10241,2024-09-20,2024-09-30,CID-1241,Consumer,United States,Los Angeles,Furniture,Chairs,Gaming Chair,250,1,0.2,22.83,15.86
ORD-10241,2024-09-20,2024-09-30,CID-1241,Consumer,United States,Los Angeles,Technology,Accessories,Mechanical Keyboard,360,3,0.1,57.86,12.63
ORD-10241,2024-09-20,2024-09-30,CID-1241,Consumer,United States,Los Angeles,Technology,Accessories,Gaming Headset,180,2,0,23.41,6.24
ORD-10242,2023-04-09,2023-04-12,CID-1242,Home Office,Canada,Toronto,Office Supplies,Paper,Copy Paper A4,45,3,0,11.98,11.36
ORD-10242,2023-04-09,2023-04-12,CID-1242,Home Office,Canada,Toronto,Office Supplies,Art Supplies,Ballpoint Pens,24,3,0.2,4.06,19.1
ORD-10242,2023-04-09,2023-04-12,CID-1242,Home Office,Canada,Toronto,Office Supplies,Binders,3-Ring Binder,12,1,0,1.98,9.98
ORD-10243,2023-03-31,2023-04-02,CID-1243,Consumer,United States,Los Angeles,Office Supplies,Paper,Copy Paper A4,15,1,0.1,2.05,11.77
ORD-10243,2023-03-31,2023-04-02,CID-1243,Consumer,United States,Los Angeles,Office Supplies,Art Supplies,Ballpoint Pens,16,2,0,2.36,6.77
ORD-10243,2023-03-31,2023-04-02,CID-1243,Consumer,United States,Los Angeles,Office Supplies,Binders,3-Ring Binder,36,3,0,8.6,13.78
ORD-10244,2024-12-18,2024-12-20,CID-1244,Corporate,Canada,Toronto,Furniture,Chairs,Gaming Chair,750,3,0,90.28,18.9
ORD-10244,2024-12-18,2024-12-20,CID-1244,Corporate,Canada,Toronto,Technology,Accessories,Mechanical Keyboard,360,3,0,60.66,13.0
ORD-10244,2024-12-18,2024-12-20,CID-1244,Corporate,Canada,Toronto,Technology,Accessories,Gaming Headset,180,2,0.1,46.99,7.16
ORD-10245,2024-11-24,2024-11-30,CID-1245,Consumer,Canada,Toronto,Technology,Laptops,Dell XPS 15,4500,3,0.2,663.44,19.2
ORD-10245,2024-11-24,2024-11-30,CID-1245,Consumer,Canada,Toronto,Technology,Accessories,27in 4K Monitor,900,3,0.1,83.38,18.58
ORD-10245,2024-11-24,2024-11-30,CID-1245,Consumer,Canada,Toronto,Technology,Accessories,Wireless Mouse,50,1,0,4.8,14.25
ORD-10247,2024-07-16,2024-07-24,CID-1247,Home Office,Canada,Toronto,Furniture,Chairs,Gaming Chair,250,1,0,57.85,12.31
